2025-07-17 12:11:59,721 - ClawBackend - INFO - [pattern_alert_worker.py:471] - ✅ Pattern detection completed for BTCUSDT:1m
2025-07-17 12:12:59,717 - ClawBackend - INFO - [pattern_alert_worker.py:449] - 🔍 Adding detection task for pattern 'Standard Doji' with 1 users
2025-07-17 12:12:59,718 - ClawBackend - INFO - [pattern_alert_worker.py:449] - 🔍 Adding detection task for pattern 'Bat Bearish' with 1 users
2025-07-17 12:12:59,720 - ClawBackend - INFO - [pattern_alert_worker.py:449] - 🔍 Adding detection task for pattern 'Abcd Bullish' with 1 users
2025-07-17 12:12:59,721 - ClawBackend - INFO - [pattern_alert_worker.py:449] - 🔍 Adding detection task for pattern 'Bearish Engulfing' with 1 users
2025-07-17 12:12:59,723 - ClawBackend - INFO - [pattern_alert_worker.py:457] - 🚀 Running 5 pattern detection tasks for BTCUSDT:1m
2025-07-17 12:12:59,725 - ClawBackend - INFO - [pattern_alert_worker.py:489] - 🎯 Running detector for doji (requested type: gravestone_doji) on BTCUSDT:1m
2025-07-17 12:12:59,727 - ClawBackend - INFO - [pattern_alert_worker.py:495] - ❌ No doji pattern detected for BTCUSDT:1m
2025-07-17 12:12:59,727 - ClawBackend - INFO - [pattern_alert_worker.py:489] - 🎯 Running detector for doji (requested type: standard_doji) on BTCUSDT:1m
2025-07-17 12:12:59,729 - ClawBackend - INFO - [pattern_alert_worker.py:495] - ❌ No doji pattern detected for BTCUSDT:1m
2025-07-17 12:12:59,730 - ClawBackend - INFO - [pattern_alert_worker.py:489] - 🎯 Running detector for bat (requested type: bat_bearish) on BTCUSDT:1m
2025-07-17 12:12:59,731 - ClawBackend - INFO - [pattern_alert_worker.py:495] - ❌ No bat pattern detected for BTCUSDT:1m
2025-07-17 12:12:59,732 - ClawBackend - INFO - [pattern_alert_worker.py:489] - 🎯 Running detector for abcd (requested type: abcd_bullish) on BTCUSDT:1m
2025-07-17 12:12:59,733 - ClawBackend - INFO - [pattern_alert_worker.py:495] - ❌ No abcd pattern detected for BTCUSDT:1m
2025-07-17 12:12:59,734 - ClawBackend - INFO - [pattern_alert_worker.py:489] - 🎯 Running detector for engulfing (requested type: bearish_engulfing) on BTCUSDT:1m
2025-07-17 12:12:59,735 - ClawBackend - WARNING - [pattern_alert_worker.py:467] - ❌ Pattern not found or unexpected result for task 0 on BTCUSDT:1m: {'detected': False}
2025-07-17 12:12:59,736 - ClawBackend - WARNING - [pattern_alert_worker.py:467] - ❌ Pattern not found or unexpected result for task 1 on BTCUSDT:1m: {'detected': False}
2025-07-17 12:12:59,742 - ClawBackend - WARNING - [pattern_alert_worker.py:467] - ❌ Pattern not found or unexpected result for task 2 on BTCUSDT:1m: {'detected': False}
2025-07-17 12:12:59,744 - ClawBackend - WARNING - [pattern_alert_worker.py:467] - ❌ Pattern not found or unexpected result for task 3 on BTCUSDT:1m: {'detected': False}
2025-07-17 12:12:59,747 - ClawBackend - WARNING - [pattern_alert_worker.py:467] - ❌ Pattern not found or unexpected result for task 4 on BTCUSDT:1m: {'pattern_name': 'bullish_engulfing', 'confidence': 0.8, 'start_index': 98, 'end_index': 99, 'start_time': 1752736560000, 'end_time': 1752736500000, 'key_levels': {'prev_open': 118102.7, 'prev_close': 118089.8, 'prev_high': 118113.44, 'prev_low': 118089.79, 'curr_open': 118066.24, 'curr_close': 118102.7, 'curr_high': 118103.83, 'curr_low': 118050.52, 'engulfed_range': 0.0}, 'detected': False, 'symbol': 'BTCUSDT', 'timeframe': '1m', 'ohlcv_snapshot': [{'open': 118348.51, 'high': 118348.52, 'low': 118348.51, 'close': 118348.52, 'volume': 0.67313, 'timestamp': 1752742440000}, {'open': 118341.84, 'high': 118348.52, 'low': 118334.72, 'close': 118348.51, 'volume': 6.1703, 'timestamp': 1752742380000}, {'open': 118325.24, 'high': 118342.76, 'low': 118278.0, 'close': 118341.84, 'volume': 2.88548, 'timestamp': 1752742320000}, {'open': 118320.0, 'high': 118337.32, 'low': 118319.99, 'close': 118325.25, 'volume': 5.00972, 'timestamp': 1752742260000}, {'open': 118322.25, 'high': 118343.87, 'low': 118301.85, 'close': 118319.99, 'volume': 12.90255, 'timestamp': 1752742200000}, {'open': 118424.28, 'high': 118424.28, 'low': 118322.25, 'close': 118322.26, 'volume': 4.2381, 'timestamp': 1752742140000}, {'open': 118371.53, 'high': 118424.28, 'low': 118371.53, 'close': 118424.27, 'volume': 3.5731, 'timestamp': 1752742080000}, {'open': 118312.34, 'high': 118371.54, 'low': 118307.3, 'close': 118371.54, 'volume': 3.46111, 'timestamp': 1752742020000}, {'open': 118373.37, 'high': 118373.99, 'low': 118312.33, 'close': 118312.33, 'volume': 3.72396, 'timestamp': 1752741960000}, {'open': 118392.68, 'high': 118424.11, 'low': 118373.37, 'close': 118373.37, 'volume': 6.90295, 'timestamp': 1752741900000}, {'open': 118419.99, 'high': 118419.99, 'low': 118392.67, 'close': 118392.67, 'volume': 2.85764, 'timestamp': 1752741840000}, {'open': 118395.05, 'high': 118420.0, 'low': 118395.04, 'close': 118419.99, 'volume': 7.2078, 'timestamp': 1752741780000}, {'open': 118273.23, 'high': 118395.05, 'low': 118273.23, 'close': 118395.04, 'volume': 4.12994, 'timestamp': 1752741720000}, {'open': 118337.07, 'high': 118358.47, 'low': 118273.23, 'close': 118273.23, 'volume': 6.46134, 'timestamp': 1752741660000}, {'open': 118303.87, 'high': 118337.08, 'low': 118291.39, 'close': 118337.07, 'volume': 5.10225, 'timestamp': 1752741600000}, {'open': 118253.52, 'high': 118318.0, 'low': 118253.52, 'close': 118303.87, 'volume': 5.77261, 'timestamp': 1752741540000}, {'open': 118231.57, 'high': 118253.52, 'low': 118200.87, 'close': 118253.52, 'volume': 3.06834, 'timestamp': 1752741480000}, {'open': 118148.49, 'high': 118231.57, 'low': 118129.13, 'close': 118231.57, 'volume': 7.69047, 'timestamp': 1752741420000}, {'open': 118258.12, 'high': 118258.12, 'low': 118148.48, 'close': 118148.48, 'volume': 7.60766, 'timestamp': 1752741360000}, {'open': 118307.03, 'high': 118318.0, 'low': 118258.11, 'close': 118258.11, 'volume': 9.04369, 'timestamp': 1752741300000}, {'open': 118288.44, 'high': 118320.18, 'low': 118276.04, 'close': 118307.02, 'volume': 6.42353, 'timestamp': 1752741240000}, {'open': 118240.9, 'high': 118320.0, 'low': 118240.9, 'close': 118288.45, 'volume': 13.03244, 'timestamp': 1752741180000}, {'open': 118300.0, 'high': 118317.49, 'low': 118240.9, 'close': 118240.9, 'volume': 16.24855, 'timestamp': 1752741120000}, {'open': 118271.84, 'high': 118358.47, 'low': 118260.0, 'close': 118300.0, 'volume': 34.81594, 'timestamp': 1752741060000}, {'open': 118263.0, 'high': 118297.5, 'low': 118222.21, 'close': 118271.84, 'volume': 17.20248, 'timestamp': 1752741000000}, {'open': 118251.64, 'high': 118263.0, 'low': 118210.48, 'close': 118262.99, 'volume': 3.14087, 'timestamp': 1752740940000}, {'open': 118198.68, 'high': 118268.28, 'low': 118198.68, 'close': 118251.64, 'volume': 4.75789, 'timestamp': 1752740880000}, {'open': 118184.36, 'high': 118198.69, 'low': 118164.25, 'close': 118198.68, 'volume': 7.79485, 'timestamp': 1752740820000}, {'open': 118205.75, 'high': 118205.75, 'low': 118122.56, 'close': 118184.35, 'volume': 4.82771, 'timestamp': 1752740760000}, {'open': 118205.76, 'high': 118230.04, 'low': 118205.75, 'close': 118205.75, 'volume': 4.85918, 'timestamp': 1752740700000}, {'open': 118204.96, 'high': 118256.65, 'low': 118204.95, 'close': 118205.76, 'volume': 11.72774, 'timestamp': 1752740640000}, {'open': 118240.11, 'high': 118240.11, 'low': 118204.95, 'close': 118204.96, 'volume': 1.77252, 'timestamp': 1752740580000}, {'open': 118257.82, 'high': 118257.83, 'low': 118240.1, 'close': 118240.1, 'volume': 2.04141, 'timestamp': 1752740520000}, {'open': 118217.5, 'high': 118257.83, 'low': 118198.0, 'close': 118257.83, 'volume': 2.30515, 'timestamp': 1752740460000}, {'open': 118226.1, 'high': 118226.11, 'low': 118217.5, 'close': 118217.51, 'volume': 1.32556, 'timestamp': 1752740400000}, {'open': 118238.05, 'high': 118257.83, 'low': 118226.1, 'close': 118226.1, 'volume': 4.46145, 'timestamp': 1752740340000}, {'open': 118199.72, 'high': 118238.05, 'low': 118199.71, 'close': 118238.05, 'volume': 7.27667, 'timestamp': 1752740280000}, {'open': 118190.46, 'high': 118212.88, 'low': 118186.0, 'close': 118199.72, 'volume': 5.48146, 'timestamp': 1752740220000}, {'open': 118153.34, 'high': 118190.46, 'low': 118153.32, 'close': 118190.46, 'volume': 7.22784, 'timestamp': 1752740160000}, {'open': 118133.29, 'high': 118153.34, 'low': 118109.65, 'close': 118153.34, 'volume': 7.1697, 'timestamp': 1752740100000}, {'open': 118123.3, 'high': 118153.74, 'low': 118104.0, 'close': 118133.28, 'volume': 12.76974, 'timestamp': 1752740040000}, {'open': 118111.69, 'high': 118123.3, 'low': 118082.99, 'close': 118123.3, 'volume': 2.23951, 'timestamp': 1752739980000}, {'open': 118132.83, 'high': 118160.0, 'low': 118111.68, 'close': 118111.69, 'volume': 9.22359, 'timestamp': 1752739920000}, {'open': 118110.17, 'high': 118176.69, 'low': 118109.1, 'close': 118132.84, 'volume': 10.57251, 'timestamp': 1752739860000}, {'open': 118130.25, 'high': 118130.26, 'low': 118110.16, 'close': 118110.16, 'volume': 3.46532, 'timestamp': 1752739800000}, {'open': 118163.98, 'high': 118176.71, 'low': 118118.74, 'close': 118130.25, 'volume': 3.23062, 'timestamp': 1752739740000}, {'open': 118164.08, 'high': 118176.72, 'low': 118163.98, 'close': 118163.99, 'volume': 3.46449, 'timestamp': 1752739680000}, {'open': 118217.46, 'high': 118217.46, 'low': 118164.07, 'close': 118164.08, 'volume': 4.21384, 'timestamp': 1752739620000}, {'open': 118169.99, 'high': 118217.46, 'low': 118154.27, 'close': 118217.46, 'volume': 18.11231, 'timestamp': 1752739560000}, {'open': 118184.0, 'high': 118184.0, 'low': 118161.46, 'close': 118170.0, 'volume': 8.71512, 'timestamp': 1752739500000}, {'open': 118172.0, 'high': 118196.64, 'low': 118172.0, 'close': 118183.99, 'volume': 2.97361, 'timestamp': 1752739440000}, {'open': 118258.18, 'high': 118258.19, 'low': 118166.98, 'close': 118172.0, 'volume': 9.83333, 'timestamp': 1752739380000}, {'open': 118329.63, 'high': 118329.63, 'low': 118258.18, 'close': 118258.19, 'volume': 8.92105, 'timestamp': 1752739320000}, {'open': 118311.78, 'high': 118329.63, 'low': 118311.78, 'close': 118329.63, 'volume': 2.44606, 'timestamp': 1752739260000}, {'open': 118311.75, 'high': 118345.42, 'low': 118300.03, 'close': 118311.79, 'volume': 13.13484, 'timestamp': 1752739200000}, {'open': 118326.78, 'high': 118332.01, 'low': 118300.0, 'close': 118311.75, 'volume': 4.98112, 'timestamp': 1752739140000}, {'open': 118379.73, 'high': 118379.73, 'low': 118326.78, 'close': 118326.78, 'volume': 8.28061, 'timestamp': 1752739080000}, {'open': 118358.65, 'high': 118379.74, 'low': 118346.96, 'close': 118379.73, 'volume': 12.77979, 'timestamp': 1752739020000}, {'open': 118339.26, 'high': 118358.68, 'low': 118314.38, 'close': 118358.66, 'volume': 3.61267, 'timestamp': 1752738960000}, {'open': 118336.75, 'high': 118339.27, 'low': 118309.07, 'close': 118339.26, 'volume': 4.81057, 'timestamp': 1752738900000}, {'open': 118376.94, 'high': 118394.64, 'low': 118336.75, 'close': 118336.76, 'volume': 8.52657, 'timestamp': 1752738840000}, {'open': 118328.74, 'high': 118388.27, 'low': 118328.74, 'close': 118376.95, 'volume': 2.40488, 'timestamp': 1752738780000}, {'open': 118402.06, 'high': 118402.06, 'low': 118328.74, 'close': 118328.75, 'volume': 5.06113, 'timestamp': 1752738720000}, {'open': 118380.5, 'high': 118410.96, 'low': 118380.5, 'close': 118402.06, 'volume': 5.19424, 'timestamp': 1752738660000}, {'open': 118420.45, 'high': 118420.45, 'low': 118372.55, 'close': 118380.51, 'volume': 6.52911, 'timestamp': 1752738600000}, {'open': 118477.04, 'high': 118477.04, 'low': 118414.0, 'close': 118420.45, 'volume': 5.28948, 'timestamp': 1752738540000}, {'open': 118461.29, 'high': 118484.79, 'low': 118455.0, 'close': 118477.04, 'volume': 15.66657, 'timestamp': 1752738480000}, {'open': 118511.09, 'high': 118530.25, 'low': 118452.15, 'close': 118461.3, 'volume': 4.81515, 'timestamp': 1752738420000}, {'open': 118500.01, 'high': 118511.09, 'low': 118464.13, 'close': 118511.09, 'volume': 12.27476, 'timestamp': 1752738360000}, {'open': 118548.46, 'high': 118548.46, 'low': 118500.0, 'close': 118500.0, 'volume': 6.10792, 'timestamp': 1752738300000}, {'open': 118479.24, 'high': 118556.45, 'low': 118462.93, 'close': 118548.46, 'volume': 6.98579, 'timestamp': 1752738240000}, {'open': 118514.87, 'high': 118534.9, 'low': 118473.19, 'close': 118479.24, 'volume': 6.4653, 'timestamp': 1752738180000}, {'open': 118457.8, 'high': 118543.24, 'low': 118440.01, 'close': 118514.87, 'volume': 31.79167, 'timestamp': 1752738120000}, {'open': 118325.45, 'high': 118486.66, 'low': 118325.45, 'close': 118457.8, 'volume': 17.02802, 'timestamp': 1752738060000}, {'open': 118237.1, 'high': 118333.28, 'low': 118237.09, 'close': 118325.45, 'volume': 61.46608, 'timestamp': 1752738000000}, {'open': 118176.74, 'high': 118237.1, 'low': 118176.73, 'close': 118237.1, 'volume': 12.97848, 'timestamp': 1752737940000}, {'open': 118157.32, 'high': 118176.74, 'low': 118152.3, 'close': 118176.73, 'volume': 2.98413, 'timestamp': 1752737880000}, {'open': 118181.15, 'high': 118187.99, 'low': 118157.31, 'close': 118157.31, 'volume': 9.21237, 'timestamp': 1752737820000}, {'open': 118188.0, 'high': 118188.0, 'low': 118181.15, 'close': 118181.15, 'volume': 2.00454, 'timestamp': 1752737760000}, {'open': 118150.86, 'high': 118199.97, 'low': 118111.79, 'close': 118187.99, 'volume': 9.46638, 'timestamp': 1752737700000}, {'open': 118168.5, 'high': 118187.07, 'low': 118150.85, 'close': 118150.86, 'volume': 11.74291, 'timestamp': 1752737640000}, {'open': 118157.57, 'high': 118177.29, 'low': 118157.56, 'close': 118168.49, 'volume': 15.0743, 'timestamp': 1752737580000}, {'open': 118140.37, 'high': 118157.57, 'low': 118140.37, 'close': 118157.57, 'volume': 13.10789, 'timestamp': 1752737520000}, {'open': 118057.31, 'high': 118141.44, 'low': 118057.31, 'close': 118140.38, 'volume': 10.37911, 'timestamp': 1752737460000}, {'open': 117932.73, 'high': 118057.31, 'low': 117932.73, 'close': 118057.31, 'volume': 15.28629, 'timestamp': 1752737400000}, {'open': 117985.54, 'high': 117985.55, 'low': 117932.6, 'close': 117932.73, 'volume': 12.25697, 'timestamp': 1752737340000}, {'open': 117970.2, 'high': 117985.55, 'low': 117956.19, 'close': 117985.54, 'volume': 10.39035, 'timestamp': 1752737280000}, {'open': 117960.78, 'high': 117970.2, 'low': 117947.26, 'close': 117970.2, 'volume': 6.906, 'timestamp': 1752737220000}, {'open': 117960.79, 'high': 117969.98, 'low': 117960.78, 'close': 117960.79, 'volume': 11.65622, 'timestamp': 1752737160000}, {'open': 117984.03, 'high': 118035.98, 'low': 117960.78, 'close': 117960.78, 'volume': 10.49294, 'timestamp': 1752737100000}, {'open': 117994.96, 'high': 117994.97, 'low': 117949.74, 'close': 117984.02, 'volume': 5.01718, 'timestamp': 1752737040000}, {'open': 117965.05, 'high': 117994.98, 'low': 117958.87, 'close': 117994.97, 'volume': 10.64148, 'timestamp': 1752736980000}, {'open': 117910.6, 'high': 117966.54, 'low': 117910.6, 'close': 117965.06, 'volume': 5.36511, 'timestamp': 1752736920000}, {'open': 117943.28, 'high': 117943.28, 'low': 117857.03, 'close': 117910.61, 'volume': 14.41778, 'timestamp': 1752736860000}, {'open': 118000.01, 'high': 118000.01, 'low': 117943.27, 'close': 117943.27, 'volume': 25.69524, 'timestamp': 1752736800000}, {'open': 118000.01, 'high': 118010.0, 'low': 118000.0, 'close': 118000.0, 'volume': 21.19794, 'timestamp': 1752736740000}, {'open': 118086.91, 'high': 118086.91, 'low': 118000.0, 'close': 118000.0, 'volume': 8.12006, 'timestamp': 1752736680000}, {'open': 118089.79, 'high': 118113.4, 'low': 118070.06, 'close': 118086.92, 'volume': 7.99921, 'timestamp': 1752736620000}, {'open': 118102.7, 'high': 118113.44, 'low': 118089.79, 'close': 118089.8, 'volume': 2.95509, 'timestamp': 1752736560000}, {'open': 118066.24, 'high': 118103.83, 'low': 118050.52, 'close': 118102.7, 'volume': 4.41163, 'timestamp': 1752736500000}], 'timestamp': 1752736500000}
2025-07-17 12:12:59,750 - ClawBackend - INFO - [pattern_alert_worker.py:471] - ✅ Pattern detection completed for BTCUSDT:1m
2025-07-17 12:13:01,669 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:1m: kline
2025-07-17 12:13:01,670 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:1m, skipping
2025-07-17 12:13:02,834 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:5m: kline
2025-07-17 12:13:02,836 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:5m, skipping
2025-07-17 12:13:03,152 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:15m: kline
2025-07-17 12:13:03,152 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:15m, skipping
2025-07-17 12:13:03,670 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:15m: kline
2025-07-17 12:13:03,672 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:15m, skipping
2025-07-17 12:13:03,673 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:1m: kline
2025-07-17 12:13:03,673 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:1m, skipping
2025-07-17 12:13:04,616 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:5m: kline
2025-07-17 12:13:04,618 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:5m, skipping
2025-07-17 12:13:05,680 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:15m: kline
2025-07-17 12:13:05,682 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:15m, skipping
2025-07-17 12:13:05,683 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:1m: kline
2025-07-17 12:13:05,684 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:1m, skipping
2025-07-17 12:13:06,253 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:5m: kline
2025-07-17 12:13:06,254 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:5m, skipping
2025-07-17 12:13:07,698 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:15m: kline
2025-07-17 12:13:07,700 - ClawBackend - INFO - [pattern_alert_worker.py:551] - ⏳ Received non-closed candle for BTCUSDT:15m, skipping
2025-07-17 12:13:07,702 - ClawBackend - INFO - [pattern_alert_worker.py:537] - 📨 Received WebSocket message for BTCUSDT:1m: kline
